text,emoji,target
This Monday on If you haven't heard of the K-pop supergroup you're about to find out what …,🕺,🕺
one of the greatest <UNK> league goals of all,🔥,🔥
University of South Carolina,📍,📍
Light it up,😠👺⛽🌡💃,💃
<UNK> <UNK> ... I wanna <UNK> too,☺,☺
2017112 5 Pledis Family #세븐틴 #SEVENTEEN #정한 #JEONGHAN #JUN,❤,❤
is ready to take over,😂😂😂,😂
All together we are <UNK> ... <UNK> <UNK> …,💙,💙
Been sick all week,😩,😩
Po up is all we know . Sip and relax on the clouds with,🍇🍼🍇,🍇
PLEASE HELP ME FIND MY SON Last seen : Houston Texas . any info call 2244788207,‼‼‼,‼
I really don ’ t remember what happen <UNK>,😂,😂
God is god,🙌🙌🙌🙌,🙌
When the only person you know at the party is social anxiety ... and you find someone else with it,😂,😂
Wish you were coming to Raw Monday,🙄,🙄
“ I ’ m still gonna move Then park your car in your living room so that I don ’ t have to park blocks …,🤷♀,♀
Sorry I can ’ t . I have plans with my #Dog <UNK>,🐶💞🐾🐕😍,😍
<UNK> to this <UNK> <UNK> <UNK> <UNK> <UNK> F …,🔵🔴👉,👉
so here i am again asking for your time to rt and like this sorry for being a bother but i will try and <UNK> …,😭😭🙏,🙏
One from the other,😊,😊
Ah you got me !,🤷♂,♂
⠀ “ Bag ’ n yo Bitch in her Wraith ... she said we should move around n race in her cake ” #trapstarz #marathon,🏃💨💨,💨
"<UNK> , he ’ s not wrong but",🧐,🧐
Every <UNK> will receive an early release of the new album as soon as it ’ s finished !,🔥❤🎉,🎉
"either he got good head or good dick , no nigga has both",🤷♀,♀
"either he got good head or good dick , no nigga has both",🤷♀,♀
So You Just <UNK> Make Fun Of Me,😒,😒
<UNK> are in <UNK> ... and <UNK> of a <UNK> ...,🤣,🤣
im definitely gonna regret this later,🤦♀,♀
"Haha ... been there , done that ! !",😂,😂
How to Pronounce Talk <UNK> The <UNK>,❤,❤
god broke me down this year to build me back up I ’ m ready for 2018,💪❤,❤
BTS ( again ) <UNK> me tweet and pinned <UNK>,♣♣♣,♣
Catch the music video trailer for <UNK> <UNK> by <UNK> today ! #UnexpectedlyYours,❤💚,💚
and are <UNK> a war on <UNK> <UNK> <UNK> <UNK> Voting <UNK> <UNK> There …,🔷🔷🔷🔷,🔷
"why do i have a feeling that EXO performance in MAMA is the elyxion opening songs the <UNK> , <UNK> and <UNK>",😭😭😭😭,😭
happy thanksgiving from 5 thank you for all the love & support new music <UNK> very soon <UNK>,😈🔥,🔥
you ’ re so pretty,😍😍😍,😍
rt if you ’ re dating the best person in the world,💞,💞
Girl on the radio just said “ hands up if your last relationship was like a <UNK> butter sandwich without a drink ” I ’ m Done,😂🤣😂🤣💯,💯
<UNK> shows <UNK> but then <UNK> it 15 yards,🙄,🙄
Fury Cutter / Aerial Ace ( IV : 71 % - CP : <UNK> - L : 16 ) until <UNK> : 10pm,♀,♀
pls dont get too busy <UNK> the beauty in others that you forget to see the beauty in yourself you are more <UNK> …,☹,☹
This song <UNK> idk why,😂,😂
<UNK> ื <UNK> #MissUniverse #THAILAND #MissUniverse #Thailand,❤❤❤,❤
"My shawty don't ever have to compete for a spot , bitch she is the spot",😂🤷♂,♂
Who <UNK> Trump Of <UNK> Now <UNK> Over <UNK> <UNK> <UNK> against …,🚨👉💩‼,‼
dog saves woman from getting,👍,👍
The show Rick and <UNK> is <UNK> asf,😂😂,😂
Sa follow,😂😇,😇
PLEASE HELP ME FIND MY SON Last seen : Houston Texas . any info call 2244788207,‼‼‼,‼
"Cardi B “ WATCH YOUR MAN “ Cause He Watching <UNK> “ <UNK> : If <UNK> should show me her <UNK> , Right hand on th …",😭,😭
#Again #OurState,🐅🐾,🐾
Listening to <UNK> trying to speak Spanish is so but it ’ s so <UNK>,😂😭😍🤤,🤤
So handsome,😻,😻
"field trip ,",🍂🎃🍁,🍁
She <UNK> <UNK> <UNK> using water found at her <UNK> .,😍,😍
it ’ s great huh,😹😹,😹
"ok , i can ’ t attack you because I don ’ t have any <UNK> pics with me rn but expect it",🌚😏,😏
I love this - so I had to share ! ! ! <UNK> is everything ! Have an amazing day everyone ! ! <UNK> <UNK> …,😊💕,💕
It's a <UNK> type night <UNK>,😏,😏
"<UNK> natin to ! And while watching , get a <UNK> of <UNK> ice cream . <UNK> enjoy ang <UNK> ! Tag …",😊,😊
where y ’ all going i pay a good $ 35-40 if i ’ m just being basic,💀,💀
Always liked Virgo and <UNK> women better than I have any other <UNK> .,🤷♀,♀
Gotta get ratchet sometimes when you tryna show ya fit <UNK>,🤷♀🤪😂,😂
would be a great time to watch it !,😳🙋♂,♂
<UNK> : Why the culture is <UNK> ? <UNK> : <UNK> = <UNK> = <UNK> = No <UNK> = <UNK>,🤔🤨🙄,🙄
<UNK> and nice,😈😤👋,👋
PLEASE HELP ME FIND MY SON Last seen : Houston Texas . any info call 2244788207,‼‼‼,‼
Listening to <UNK> trying to speak Spanish is so but it ’ s so <UNK>,😂😭😍🤤,🤤
My kind of bestfriend,😉,😉
Me after getting my back blown out and partially choked to death,😍,😍
Just keep on tweeting and retweeting for more chances of winning ! ! #MissUniverse #Philippines,❤,❤
171126 Jin ’ s Tweet Odeng-ie Eomuk-ie Trans cr ; Soren @ bts-trans TAKE OUT WITH FULL CREDITS,©,©
Let's go PH ! ! Let's do the power of #MissUniverse #Philippines,💪❤,❤
"rt for some ffs ( <UNK> na to promise - <UNK> ( <UNK> = <UNK> all the ffs ) - i'm checking - legit , be patient - no acc in …",😂😊,😊
this is why no one under 40 <UNK> the <UNK> and you guys depend on cheap online click <UNK>,🖕,🖕
<UNK> probably watched this holiday campaign over 100 times ... anyone else ?,😏,😏
Big up & for this <UNK> me n <UNK> added our own little <UNK> to it,🌊,🌊
"<UNK> , I forgot that I have a phone that uses <UNK> cards haha , guess I'm <UNK> my <UNK>",😅,😅
{ apple music charts } entered “ song ‘ TOP 200 ” chart at <UNK> with Mic DROP remix Its rare <UNK> …,🌟👏,👏
<UNK> up sum dirty <UNK> <UNK> ! <UNK> where it started for yall ! Yall going shopping or wat <UNK> ? ? ?,😁😁😁,😁
You can't say this jacket isn't FIRE ! Everything on the site is 50 % OFF for their BLACK FRIDAY S …,🔥💪,💪
You can't say this jacket isn't FIRE ! Everything on the site is 50 % OFF for their BLACK FRIDAY S …,🔥💪,💪
You can't say this jacket isn't FIRE ! Everything on the site is 50 % OFF for their BLACK FRIDAY S …,🔥💪,💪
lol I used to drink dat Jack like a <UNK> . But then found out I was <UNK> .,😋,😋
<UNK>,🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴,🔴
<UNK> <UNK> in the north ! <UNK> <UNK> <UNK> <UNK> <UNK> …,🤘,🤘
<UNK> ี <UNK> <UNK> ี #MissUniverse #THAILAND #MissUniverse #Thailand,❤❤❤,❤
Air Slash / Leaf Blade ( IV : <UNK> % - CP : <UNK> - L : 16 ) until <UNK> : <UNK>,♀,♀
scores <UNK> points in their <UNK> ! This is a very talented program !,🔥,🔥
Low energy . Sad !,😂😂,😂
Boogie or Zaza : who did it best ?,😂,😂
171126 day 3 of <UNK> in Seoul look at the amount who <UNK> who will attend the concert tonight,😊,😊
now for all you uncultured ketchup eating mfs .. THIS is how you eat tamales,🗣🗣,🗣
Naughty <UNK> <UNK> <UNK> 4 171124,😂,😂
Go to school and get some money,😩😩😂😂,😂
i pray my daughter NEVERRRRRR gotta lay in her bed at night wondering why she aint good enough,💯,💯
PLEASE HELP ME FIND MY SON Last seen : Houston Texas . any info call 2244788207,‼‼‼,‼
<UNK>,☹,☹
Some of y ’ all be mad <UNK>,😂,😂
Idk who this girl is but she is me,😂,😂
I'm starting live on <UNK> !,📣,📣
"<UNK> : Life is like that , the world is like that , <UNK> <UNK> , don't cry like a kid",😂😂😂🙈💓,💓
"The Modi <UNK> shoots first and then <UNK> on where the <UNK> <UNK> , tries painting a <UNK> around it ! <UNK> …",😁,😁
"My customer service voice is actually a different person , like I don ’ t know who that is .",😂,😂
When you <UNK> <UNK>,☺,☺
[ #SHI2017 ] It's time for trouble as <UNK> take over the stage with Put My Hands on You ! He even does the rap part https …,😍,😍
. Why are we giving to Sanctuary Cities when our <UNK> are homeless ? <UNK> <UNK> …,💵,💵
PLEASE HELP ME FIND MY SON Last seen : Houston Texas . any info call 2244788207,‼‼‼,‼
It ’ s all smiles through,😅,😅
<UNK> here <UNK> there <UNK>,😶,😶
Don ’ t Feel Bad For Outgrowing People That Had The chance To Grow with you,🤷♂,♂
Thank you and for the <UNK> congrats in <UNK>,😄,😄
<UNK> will always be hilarious,😂,😂
It ’ s dead ass what we,🤷♂,♂
that's great,😂😂😂,😂
"No Hell NO I am so done with these - “ I want to die ” , “ life sucks ” , bullshit . 2018 is all about positivity . D …",🖤,🖤
I'm here for this,😍😍,😍
Fall,🍃,🍃
That ’ s what mark <UNK> got them doing getting ready for acc championship game and who y ’ all got this week,🤔🤣,🤣
me and my boyfriend,💖💖,💖
"<UNK> ๊ <UNK> ไม ่ ร ู ้ <UNK> ั <UNK> ี ่ <UNK> ้ <UNK> Win at last minute is the Thai <UNK> ! ! you call this magic , we call it <UNK> . …",😂😘,😘
Me ! You <UNK> me,😊,😊
<UNK> ! !,😭,😭
You will have 18 ffs if you follow and and we have the time again to follow,😊😊,😊
Don ’ t let anyone make you feel shitty about yourself . Know your worth .,🙌,🙌
"<UNK> a TD , get a stop , win the game . <UNK> #GoIrish",☘☘☘,☘
i got the worst luck when it comes to relationships,😂,😂
Can ’ t nobody stop wat god got plan for u ... remember dat !,💯,💯
That Naughty in you wanna see more of Sexy & <UNK> Chris <UNK> ? Exclusive content <UNK> o …,😈,😈
<UNK> <UNK> is my spirit animal,😊💕,💕
"Who came <UNK> now , <UNK>",🙄,🙄
<UNK> wore <UNK> cap <UNK> <UNK> <UNK> !,😂❤,❤
About you without you,💯,💯
"haha . typical <UNK> . ' im <UNK> <UNK> people , silly <UNK> with that <UNK> . you …",😂😂,😂
First #FCSPlayoffs appearance First <UNK> win School record 11 - game winning streak has a …,✅✅✅,✅
The laugh this just gave me,😂😆😂,😂
i need a nigga that ’ s gone <UNK> arm these hoes when they get a lil too close,🤧,🤧
<UNK> I realized I can <UNK> out my couch <UNK> for the holiday ones tomorrow !,❤🎄❤,❤
It ’ s the <UNK>,😛🎄,🎄
( <UNK> w / some replies when <UNK> were posted ),🔥🔥🔥,🔥
WIN NO . 6 <UNK>,🐶➡➡➡,➡
Never forget,🏆,🏆
I'm tearing up when Kyungsoo said ' my members I love you ' he rarely said it since he's not someone who easily …,😭😭😭😭,😭
All <UNK> <UNK> is like Asian <UNK> : Asian characters :,👀👀👀😴😴😴,😴
<UNK> my biggest dream match my two favs,😭,😭
We're well past <UNK> here .,😂😂😂😂😂,😂
Im closer but <UNK>,🤭,🤭
happy birthday tree tree <UNK> love you so much !,💜,💜
"Listen to 219,317 by Aaron K . #np on #SoundCloud R & B is back LISTEN TO MY NEWEST SONG",🔥🙏,🙏
This is so <UNK>,😅😜😮,😮
"<UNK> TRUMP <UNK> ABOUT THE "" <UNK> <UNK> "" <UNK> <UNK> <UNK> <UNK> …",🌲🏌👟🏈🌲🌴,🌴
<UNK> Turn up in <UNK> <UNK> <UNK> <UNK> <UNK> #갓세븐 <UNK> <UNK> <UNK>,😣,😣
You know naman . I see EXO . I <UNK> <UNK>,😂,😂
* National Geographic channel has paid $ 1 million for this daring video .,👌,👌
I ’ ve been eating so much,😭😂,😂
What are <UNK> drinking juice,😅😅,😅
this cute baby is so happy . look at her smile . her biggest wish finally came true congrats bby,💜,💜
#Again #OurState,🐅🐾,🐾
TEAM FOLLOW BACK RETWEET FOR MORE FOLLOWERS EVERYONE FOLLOW EVERYONE <UNK>,❤💛💚💙💜,💜
"The flame of the heart each <UNK> is a thought , each <UNK> keeps alive the flame of waiting ~ ~ The <UNK> …",❤💓,💓
When somebody tries to give you another plate of leftovers ( via rhojanee / Instagram ),😂,😂
#Again #OurState,🐅🐾,🐾
YOU DID ME <UNK> ... so u shouldn ’ t expect me <UNK> no <UNK> at all,🤫,🤫
I just want you to be happy,🙂,🙂
"<UNK> you're free , baby girl .",💋,💋
"<UNK> to self : If you can't find any <UNK> around , be the <UNK> .",😊,😊
<UNK> by thanks for <UNK> me hehe,💌,💌
<UNK> that text a couple minutes ago though,😂😂😂,😂
It ’ s <UNK> socks season,☺,☺
9am KST till <UNK> Keep requesting Romeo please play our fav <UNK> talented latest single …,✨‼,‼
I gotta stop getting mad over lil petty shit I be forgetting who the fuck I am sometimes .,😂,😂
PLEASE HELP ME FIND MY SON Last seen : Houston Texas . any info call 2244788207,‼‼‼,‼
Fury Cutter / Aerial Ace ( IV : 42 % - CP : <UNK> - L : 26 ) until <UNK> : <UNK>,♂,♂
Low quality MacBook <UNK>,💞,💞
City tonight,🤘,🤘
BTS <UNK> <UNK> <UNK> + <UNK> — order form @ DM for inquiries,💳🔗,🔗
When was the last time your alarm clock reminded you to of your Innocence ? Welcome to the new way to wake up .,☀,☀
Level up !,👌,👌
Nothing is more beautiful to me than NEW LIFE,🙌☺,☺
Everybody ’ s excited for <UNK> and I ’ m just waiting for Los <UNK> and Los <UNK>,😈🍻,🍻
All my <UNK>,❤,❤
How powerful you are #MissUniverse #THAILAND,👑,👑
74 : <UNK> ' I Wanna ? ' • 1 Winner • & Like • Must Be Following • WorldWide • Ends in 5 days Good luck,💗🐰,🐰
“ <UNK> control saves you . ” repeat until it ’ s <UNK> .,💁♂,♂
sooooo <UNK> trying to smoke a blunt and cuddle,🤔,🤔
"Black ppl are being sold in Tripoli , Libya at $ 400 . widely to help let the world know to rescue fellow blacks .",💔,💔
<UNK> I can ship if you ain't in <UNK>,🔌,🔌
That ’ s my best friend,🤗,🤗
<UNK> accurate,😂😌,😌
Far too drunk for this night man,😂,😂
Start my new job next week,💰💸,💸
See you mommy ! #KathNailsByKCMBAtCloverleaf,😍💕,💕
Really been in my <UNK> all day,😒,😒
Lmfao bitcccch I had to tias are such open books,🙊,🙊
"omg ladies , you got to have this ! Mermaid makeup brush set Basically free ! just pay for shipping Shop now onl …",😍👅😏,😏
"omg ladies , you got to have this ! Mermaid makeup brush set Basically free ! just pay for shipping Shop now onl …",😍👅😏,😏
"omg ladies , you got to have this ! Mermaid makeup brush set Basically free ! just pay for shipping Shop now onl …",😍👅😏,😏
"omg ladies , you got to have this ! Mermaid makeup brush set Basically free ! just pay for shipping Shop now onl …",😍👅😏,😏
"omg ladies , you got to have this ! Mermaid makeup brush set Basically free ! just pay for shipping Shop now onl …",😍👅😏,😏
"omg ladies , you got to have this ! Mermaid makeup brush set Basically free ! just pay for shipping Shop now onl …",😍👅😏,😏
"omg ladies , you got to have this ! Mermaid makeup brush set Basically free ! just pay for shipping Shop now onl …",😍👅😏,😏
"omg ladies , you got to have this ! Mermaid makeup brush set Basically free ! just pay for shipping Shop now onl …",😍👅😏,😏
"omg ladies , you got to have this ! Mermaid makeup brush set Basically free ! just pay for shipping Shop now onl …",😍👅😏,😏
"omg ladies , you got to have this ! Mermaid makeup brush set Basically free ! just pay for shipping Shop now onl …",😍👅😏,😏
Happy,🤘,🤘
"<UNK> AND <UNK> <UNK> IN FIRST AND <UNK> , THIS IS WHAT I LIVE FOR",😭,😭
Happy,🤘,🤘
How to Pronounce <UNK>,❤,❤
Happy,🤘,🤘
Happy,🤘,🤘
G is so perfect <UNK>,💕,💕
I'm not ready to lose you,💔,💔
<UNK> <UNK> on after { <UNK> <UNK> },🤗,🤗
Nice Christmas,💚💎💄👑😻,😻
This is <UNK> My Mood ... This is Really My feelings,😍😍😍😍😍,😍
FRIDAY All watches are FREE today for our grand opening Get yours here,‼‼🔥⤵,⤵
where y ’ all going i pay a good $ 35-40 if i ’ m just being basic,💀,💀
my room <UNK> like weed and body <UNK> from bath and body omg,🤦♂,♂
171125,😇,😇
Is this <UNK> for <UNK> n <UNK> ? #BLACKPINK,😂,😂
<UNK> the beginning of the year until now ... I would never imagine things would end up like this .,😂,😂
This is a great group of people !,❤,❤
Thank you for watching tonight ’ s episode of <UNK> How did everyone like it ? #MPKMarawiAlden,❤📺,📺
hey do yall mind <UNK> me ! it be much appreciated,💕,💕
The next woman to wear the crown is no other than Philippines Go Rachel Peters ! ! #MissUniverse #Philippines https …,❤,❤
"Great pic , beautiful family",👍,👍
Artist <UNK> and promotion available want your stats to look like this ? Send us a DM,🔥🔌💯,💯
